Başlık,Yazar,Yıl,Dergi,DOI,Scopus URL
Mathematical modelling and performance analysis of a novel auto-cascade refrigeration cycle for ultra-low temperature applications,Karacayli I.,2023-01-01,International Journal of Exergy,10.1504/IJEX.2023.134611,https://api.elsevier.com/content/abstract/scopus_id/85179127037
Self-Adaptive Genetic Algorithm For Permutation Flow Shop Scheduling Problems,Çaliskan C.,2023-01-01,"Proceedings - 2023 10th International Conference on Electrical and Electronics Engineering, ICEEE 2023",10.1109/ICEEE59925.2023.00045,https://api.elsevier.com/content/abstract/scopus_id/85179011953
Electromagnetic Interference Shielding Effectiveness Performances of Screen Printing Ink and Expanded Graphite Based Composite at X and Ku Bands,Ertekin Z.,2023-01-01,"2023 International Conference on Electromagnetics in Advanced Applications, ICEAA 2023",10.1109/ICEAA57318.2023.10297948,https://api.elsevier.com/content/abstract/scopus_id/85178512430
Transaction Processing Policies in a Flexible Shuttle-based Storage and Re-trieval System by Real-time Data Tracking under Agent-based Modelling,Ekren B.Y.,2023-01-01,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/IJMEMS.2023.8.6.062,https://api.elsevier.com/content/abstract/scopus_id/85178382659
Machine Learning Implementations for Multi-class Cardiovascular Risk Prediction in Family Health Units,Sozen M.E.,2023-01-01,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/IJMEMS.2023.8.6.066,https://api.elsevier.com/content/abstract/scopus_id/85178380548
Optimizing Wireless Sensor Network Deployment with Hybrid Genetic Algorithm,Teber D.,2023-01-01,"2023 Innovations in Intelligent Systems and Applications Conference, ASYU 2023",10.1109/ASYU58738.2023.10296589,https://api.elsevier.com/content/abstract/scopus_id/85178313592
Detection and Semantic Segmentation of Atrial Fibrillation Signals Using U-Net Model,Kan D.,2023-01-01,"2023 Innovations in Intelligent Systems and Applications Conference, ASYU 2023",10.1109/ASYU58738.2023.10296564,https://api.elsevier.com/content/abstract/scopus_id/85178289021
Factors Influencing the Learner's Cognitive Engagement in a Language MOOC: Feature Selection Approach,Kilinc M.,2023-01-01,"2023 Innovations in Intelligent Systems and Applications Conference, ASYU 2023",10.1109/ASYU58738.2023.10296822,https://api.elsevier.com/content/abstract/scopus_id/85178264763
Fully Convolutional Event-camera Voice Activity Detection Based on Event Intensity,Savran A.,2023-01-01,"2023 Innovations in Intelligent Systems and Applications Conference, ASYU 2023",10.1109/ASYU58738.2023.10296754,https://api.elsevier.com/content/abstract/scopus_id/85178262391
Decentralized Online Federated G-Network Learning for Lightweight Intrusion Detection,Nakip M.,2023-01-01,"Proceedings - IEEE Computer Society's Annual International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunications Systems, MASCOTS",10.1109/MASCOTS59514.2023.10387644,https://api.elsevier.com/content/abstract/scopus_id/85177711205
Comparison of Timing Strategies for Face Pose Alignment with Event Camera,Savran A.,2023-01-01,UBMK 2023 - Proceedings: 8th International Conference on Computer Science and Engineering,10.1109/UBMK59864.2023.10286582,https://api.elsevier.com/content/abstract/scopus_id/85177609008
Distributed and Biometric Signature-Based Identity Proofing System for the Maritime Sector,Akbas T.,2023-01-01,UBMK 2023 - Proceedings: 8th International Conference on Computer Science and Engineering,10.1109/UBMK59864.2023.10286659,https://api.elsevier.com/content/abstract/scopus_id/85177597630
Bayesian Networks as Approximations of Biochemical Networks,Le Coënt A.,2023-01-01,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-031-43185-2_15,https://api.elsevier.com/content/abstract/scopus_id/85176004069
Perceived expert and laypeople consensus predict belief in local conspiracy theories in a non-WEIRD culture: Evidence from Turkey,Alper S.,2023-01-01,Judgment and Decision Making,10.1017/JDM.2023.33,https://api.elsevier.com/content/abstract/scopus_id/85174234609
Using Internal D Flip-Flops in FPGA as Alternative Memory,Maden B.D.,2023-01-01,"International Conference on Electrical, Computer, Communications and Mechatronics Engineering, ICECCME 2023",10.1109/ICECCME57830.2023.10252754,https://api.elsevier.com/content/abstract/scopus_id/85174020758
Instagramming the Political Image: Visual Campaigning Strategies of Successful Opposition Candidates in Turkey’s 2019 Mayoral Elections,Melek G.,2023-01-01,Visual Communication Quarterly,10.1080/15551393.2023.2232292,https://api.elsevier.com/content/abstract/scopus_id/85173531648
Comparability Analyses of Three Meteorological Drought Indices in Turkey,Vaheddoost B.,2023-01-01,"Integrated Drought Management, Volume 1: Assessment and Spatial Analyses in Changing Climate",10.1201/9781003276555-14,https://api.elsevier.com/content/abstract/scopus_id/85173393478
Meteorological Drought Assessment in Mountainous Regions Based on Outputs of General Circulation Models,Balov M.N.,2023-01-01,"Integrated Drought Management, Volume 1: Assessment and Spatial Analyses in Changing Climate",10.1201/9781003276555-19,https://api.elsevier.com/content/abstract/scopus_id/85173367674
An International Hub Airport Selection Problem Using Fuzzy Analytic Hierarchy Process (F-AHP): Real Case Study in Turkey,Tan Taçoğlu M.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39777-6_44,https://api.elsevier.com/content/abstract/scopus_id/85172733564
Intelligent Benders’ Decomposition Algorithm for Sequencing Multi-model Assembly Line with Sequence Dependent Setup Times Problem: A Case Study in a Garment Industry,Sarı E.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39777-6_77,https://api.elsevier.com/content/abstract/scopus_id/85172727687
Flight Gate Assignment Problem with Reinforcement Learning,Muhafız Yıldız M.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39777-6_23,https://api.elsevier.com/content/abstract/scopus_id/85172726508
Intelligent Flight Scheduling for Transit Passengers by Introducing New Flights in Hub-and-Spoke Network,Taçoğlu M.T.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39777-6_82,https://api.elsevier.com/content/abstract/scopus_id/85172726087
An Application of the Fuzzy TODIM Method for Evaluating Closed-Loop Supply Chain’s Reproduction Process in E-Waste,Kazançoğlu Y.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39777-6_50,https://api.elsevier.com/content/abstract/scopus_id/85172725499
Fuzzy Goal Programming Approach to Multi-objective Facility Location Problem for Emergency Goods and Services Distribution,Paldrak M.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39774-5_58,https://api.elsevier.com/content/abstract/scopus_id/85172014432
Fuzzy Goal Programming Model for Sequencing Multi-model Assembly Line with Sequence Dependent Setup Times in Garment Industry,Sarı E.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39774-5_54,https://api.elsevier.com/content/abstract/scopus_id/85172010164
Matheuristic Algorithm for Automated Guided Vehicle (AGV) Assisted Intelligent Order Picking,Ergin S.G.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39774-5_67,https://api.elsevier.com/content/abstract/scopus_id/85171994541
Fuzzy Model for Multi-objective Airport Gate Assignment Problem,Paldrak M.,2023-01-01,Lecture Notes in Networks and Systems,10.1007/978-3-031-39774-5_48,https://api.elsevier.com/content/abstract/scopus_id/85171993556
No SNARC Effect Among Left-to-Right Readers: Evidence From a Turkish Sample,Bulut M.,2023-01-01,Advances in Cognitive Psychology,10.5709/acp-0394-x,https://api.elsevier.com/content/abstract/scopus_id/85171257963
Bleisure trends: Combining business and leisure travel,Ozdemir G.,2023-01-01,Routledge Handbook of Trends and Issues in Global Tourism Supply and Demand,10.4324/9781003260790-41,https://api.elsevier.com/content/abstract/scopus_id/85170181397
TRANSIENCE and the MODERN TURKISH INTERIOR,Hasirci D.,2023-01-01,Res Mobilis,10.17811/rm.13.16.2023.41-57,https://api.elsevier.com/content/abstract/scopus_id/85169675568
When climate action is strategic: The case of the European Neighbourhood Policy towards Egypt,Günay D.,2023-01-01,Making the European Green Deal Work: EU Sustainability Policies at Home and Abroad,10.4324/9781003246985-13,https://api.elsevier.com/content/abstract/scopus_id/85168889285
Real-Time Cyberattack Detection with Offline and Online Learning,Gelenbe E.,2023-01-01,IEEE Workshop on Local and Metropolitan Area Networks,10.1109/LANMAN58293.2023.10189812,https://api.elsevier.com/content/abstract/scopus_id/85167946256
Spatial productions of a legendary holiday village: Club Med Foça,Baydar G.,2023-01-01,A/Z ITU Journal of the Faculty of Architecture,10.58278/0.2023.11,https://api.elsevier.com/content/abstract/scopus_id/85167458820
Gamification in museum tourism,Pırnar I.,2023-01-01,"Routledge Handbook of Trends and Issues in Tourism Sustainability, Planning and Development, Management, and Technology",10.4324/9781003291763-37,https://api.elsevier.com/content/abstract/scopus_id/85166509836
READING ANKARA APARTMENT BALCONY BALUSTRADES (1950-75) AS MATERIAL CULTURE AND THEIR DIGITAL DOCUMENTATION,Ultav Z.T.,2023-01-01,Metu Journal of the Faculty of Architecture,10.4305/METU.JFA.2023.1.9,https://api.elsevier.com/content/abstract/scopus_id/85165961264
Handling Imbalanced Data in Predictive Maintenance: A Resampling-Based Approach,Cicak S.,2023-01-01,"HORA 2023 - 2023 5th International Congress on Human-Computer Interaction, Optimization and Robotic Applications, Proceedings",10.1109/HORA58378.2023.10156799,https://api.elsevier.com/content/abstract/scopus_id/85165686674
Measurement Based Evaluation and Mitigation of Flood Attacks on a LAN Test-Bed,Nasereddin M.,2023-01-01,"Proceedings - Conference on Local Computer Networks, LCN",10.1109/LCN58197.2023.10223358,https://api.elsevier.com/content/abstract/scopus_id/85164680462
Avoidable thermodynamic inefficiencies evaluation of a sewage water source heat pump system,Celik A.G.,2023-01-01,International Journal of Exergy,10.1504/IJEX.2023.130367,https://api.elsevier.com/content/abstract/scopus_id/85162060705
HOPCA: Hospital Layout Design Optimization using Computational Architecture,Çubukçuoğlu C.,2023-01-01,A+BE Architecture and the Built Environment,,https://api.elsevier.com/content/abstract/scopus_id/85161430409
Visual mental imagery and verbal working memory: evidence from consecutive interpreting,Kumcu A.,2023-01-01,Journal of Cognitive Psychology,10.1080/20445911.2023.2216917,https://api.elsevier.com/content/abstract/scopus_id/85160781526
University-Industry Transformation and Convergence to Better Collaboration: Case Study in Turkish Food Sector,İpekoğlu E.,2023-01-01,The Sustainable University of the Future: Reimagining Higher Education and Research,10.1007/978-3-031-20186-8_10,https://api.elsevier.com/content/abstract/scopus_id/85160718873
Factors Relating to Decision Delay in the Emergency Department: Effects of Diagnostic Tests and Consultations,Ataman M.G.,2023-01-01,Open Access Emergency Medicine,10.2147/OAEM.S384774,https://api.elsevier.com/content/abstract/scopus_id/85160363601
Teaching Europe and the Middle East at universities in Turkey,Güney A.,2023-01-01,Knowledge Production in Higher Education: Between Europe and the Middle East,10.7765/9781526160584.00013,https://api.elsevier.com/content/abstract/scopus_id/85159494004
Towards the Smart Sustainable and Circular Food Supply Chains through Digital Technologies,Ada E.,2023-01-01,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/IJMEMS.2023.8.3.022,https://api.elsevier.com/content/abstract/scopus_id/85159474857
"Three stories of one truth? Visual framing of AP, CNN &amp; FOX news Instagram coverage of the 2020 US presidential candidates",Melek G.,2023-01-01,Visual Studies,10.1080/1472586X.2023.2209050,https://api.elsevier.com/content/abstract/scopus_id/85159414079
THE WHATSAPP APPLICATION USE AS A SUPPORT SERVICE IN DISTANCE EDUCATION: A CASE ANALYSIS,Ciftci G.T.,2023-01-01,Turkish Online Journal of Distance Education,10.17718/tojde.1096551,https://api.elsevier.com/content/abstract/scopus_id/85152674176
Responsible Innovation During the COVID-19 Pandemic: A Case Study from Türkiye,Aras Beger G.,2023-01-01,"CSR, Sustainability, Ethics and Governance",10.1007/978-3-031-23261-9_10,https://api.elsevier.com/content/abstract/scopus_id/85151310201
A Flexible Facility Layout Design for a Project-Based Production System,Ceyhan E.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_54,https://api.elsevier.com/content/abstract/scopus_id/85151166849
Whale Optimization Algorithm for Job Scheduling Problem,Paldrak M.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_40,https://api.elsevier.com/content/abstract/scopus_id/85151156245
A Simulation Based Analysis for Sewing Lines of Apparel Industry,Kaya B.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_56,https://api.elsevier.com/content/abstract/scopus_id/85151155707
Mathematical Models for No-Wait Permutation Flowshop Scheduling Problems,Yüksel D.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_44,https://api.elsevier.com/content/abstract/scopus_id/85151155621
A Genetic Algorithm for a Real-Life Scheduling Problem in the Valve Industry,Bektaş G.E.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_55,https://api.elsevier.com/content/abstract/scopus_id/85151152190
Facility Layout Design for Dangerous Goods Containers in the Warehouse,Biçer B.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_64,https://api.elsevier.com/content/abstract/scopus_id/85151149942
Whale Optimization Algorithm for Airport Gate Assignment Problem,Paldrak M.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_39,https://api.elsevier.com/content/abstract/scopus_id/85151142716
Assembly Line and Workload Balancing with Competency-Based Worker Assignment in Apparel Production,Bilir Y.E.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_58,https://api.elsevier.com/content/abstract/scopus_id/85151139688
Course Scheduling Problem and Real-Life Implementation,Behrenk A.B.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_59,https://api.elsevier.com/content/abstract/scopus_id/85151138267
Women's Cooperatives Collection Center Location Selection,Karaköse A.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_68,https://api.elsevier.com/content/abstract/scopus_id/85151137816
Evaluation of Retailer Performance in Turkey,Erkanlı N.S.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_63,https://api.elsevier.com/content/abstract/scopus_id/85151137731
Multiple Size Cutting Stock Problem in Steel Industry,Artan D.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_61,https://api.elsevier.com/content/abstract/scopus_id/85151134592
Analysing Barriers of Sales and Distribution Processes in Agrochemical Industry,Petek E.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_57,https://api.elsevier.com/content/abstract/scopus_id/85151131138
A DSS for Competency-Based Workforce Scheduling for Multi-production Lines,Arsan Z.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_53,https://api.elsevier.com/content/abstract/scopus_id/85151130778
Quality Function Deployment to Improve Beverage Packaging Design and Sustainability,Ada E.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_67,https://api.elsevier.com/content/abstract/scopus_id/85151130179
Multi-stage Inventory Management and Transportation Planning,Özsümbül C.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_66,https://api.elsevier.com/content/abstract/scopus_id/85151129432
Demand Forecasting and Inventory Control System for Industrial Valves,Paldrak M.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_62,https://api.elsevier.com/content/abstract/scopus_id/85151125533
Job Scheduling Problem in the Production of Electrical Equipment,Aldemir A.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_65,https://api.elsevier.com/content/abstract/scopus_id/85151118983
Cut-Off Optimization in Liner Shipping: A Case Study,Bingul A.,2023-01-01,Lecture Notes in Mechanical Engineering,10.1007/978-3-031-24457-5_60,https://api.elsevier.com/content/abstract/scopus_id/85151118667
A REVIEW ON COMPUTATIONAL FLUID DYNAMICS SIMULATION METHODS FOR DIFFERENT CONVECTIVE DRYING APPLICATIONS,Coban S.O.,2023-01-01,Thermal Science,10.2298/TSCI220225070O,https://api.elsevier.com/content/abstract/scopus_id/85150301196
Bibliometric analysis of the transformation in air logistics operations in terms of digitalization and sustainability,Yavas V.,2023-01-01,Visions for Sustainability,10.13135/2384-8677/6991,https://api.elsevier.com/content/abstract/scopus_id/85150216514
Control in healthcare interiors: the staff’s perspective,Ballice G.,2023-01-01,Architectural Science Review,10.1080/00038628.2023.2182269,https://api.elsevier.com/content/abstract/scopus_id/85149447098
Near-Fault Earthquake Ground Motion and Seismic Isolation Design,Erdik M.,2023-01-01,Lecture Notes in Civil Engineering,10.1007/978-3-031-21187-4_9,https://api.elsevier.com/content/abstract/scopus_id/85148693217
"Turkey’s asylum policies over the last century: continuity, change and contradictions",Kirişci K.,2023-01-01,Turkish Studies,10.1080/14683849.2023.2178306,https://api.elsevier.com/content/abstract/scopus_id/85148590731
Power function and binomial series on,Gergün S.,2023-01-01,Applied Mathematics in Science and Engineering,10.1080/27690911.2023.2168657,https://api.elsevier.com/content/abstract/scopus_id/85148540655
Business models as scientific models: The question of perspective?,Trnavčević A.,2023-01-01,Human Systems Management,10.3233/HSM-220036,https://api.elsevier.com/content/abstract/scopus_id/85148041649
When does intellectual capital enhance innovation capability? A three-way interaction test,Karadag H.,2023-01-01,International Journal of Entrepreneurial Behaviour and Research,10.1108/IJEBR-12-2021-0976,https://api.elsevier.com/content/abstract/scopus_id/85148033170
Incremental Testing in Software Product Lines - An Event Based Approach,Beyazit M.,2023-01-01,IEEE Access,10.1109/ACCESS.2023.3234186,https://api.elsevier.com/content/abstract/scopus_id/85147230304
Enterprise architecture as a responsible data driven urban digitization framework: enabling circular cities in India,Choudhuri B.,2023-01-01,Annals of Operations Research,10.1007/s10479-023-05187-8,https://api.elsevier.com/content/abstract/scopus_id/85146909198
Electromagnetic shielding effectiveness and microwave properties of expanded graphite-ionic liquid co-doped PVDF,Ertekin Z.,2023-01-01,Journal of Materials Science: Materials in Electronics,10.1007/s10854-022-09444-7,https://api.elsevier.com/content/abstract/scopus_id/85146552957
Theory and Experiment of Spatial Light Modulation and Demodulation With Multi-Plane Diffraction and Applications,Gulbahar B.,2023-01-01,IEEE Access,10.1109/ACCESS.2022.3233223,https://api.elsevier.com/content/abstract/scopus_id/85146256101
"Shuttle-Based Storage and Retrieval Systems Designs from Multi-Objective Perspectives: Total Investment Cost, Throughput Rate and Sustainability",Ekren B.Y.,2023-01-01,Sustainability (Switzerland),10.3390/su15010762,https://api.elsevier.com/content/abstract/scopus_id/85145998223
Rainfall-Runoff Simulation in Ungauged Tributary Streams Using Drainage Area Ratio-Based Multivariate Adaptive Regression Spline and Random Forest Hybrid Models,Vaheddoost B.,2023-01-01,Pure and Applied Geophysics,10.1007/s00024-022-03209-3,https://api.elsevier.com/content/abstract/scopus_id/85145553468
Analysing the adoption barriers of low-carbon operations: A step forward for achieving net-zero emissions,Kumar A.,2023-01-01,Resources Policy,10.1016/j.resourpol.2022.103256,https://api.elsevier.com/content/abstract/scopus_id/85145255374
Towards sustainable production for transition to additive manufacturing: a case study in the manufacturing industry,Top N.,2023-01-01,International Journal of Production Research,10.1080/00207543.2022.2152895,https://api.elsevier.com/content/abstract/scopus_id/85144199226
"Integrated optimisation of pricing, manufacturing, and procurement decisions of a make-to-stock system operating in a fluctuating environment",Karabağ O.,2023-01-01,International Journal of Production Research,10.1080/00207543.2022.2152127,https://api.elsevier.com/content/abstract/scopus_id/85144090276
Transaction selection policy in tier-to-tier SBSRS by using Deep Q-Learning,Arslan B.,2023-01-01,International Journal of Production Research,10.1080/00207543.2022.2148767,https://api.elsevier.com/content/abstract/scopus_id/85143423454
Editorial to the special issue on ”Asian Powers in the Eastern Mediterranean”,Gönenç D.,2023-01-01,Journal of Balkan and Near Eastern Studies,10.1080/19448953.2022.2143965,https://api.elsevier.com/content/abstract/scopus_id/85142194921
Strong simulation of tracking single photons with which-way-detectors in linear optics,Gulbahar B.,2023-01-01,Quantum Science and Technology,10.1088/2058-9565/ac9806,https://api.elsevier.com/content/abstract/scopus_id/85141910795
Prediction based cost estimation technique in agile development,Butt S.A.,2023-01-01,Advances in Engineering Software,10.1016/j.advengsoft.2022.103329,https://api.elsevier.com/content/abstract/scopus_id/85141460726
Additive manufacturing integration in E-commerce supply chain network to improve resilience and competitiveness,Ekren B.Y.,2023-01-01,Simulation Modelling Practice and Theory,10.1016/j.simpat.2022.102676,https://api.elsevier.com/content/abstract/scopus_id/85140461105
The Power of Governments in Fight Against COVID-19: High-Performing Health Systems or Government Response Policies?,Sariyer G.,2023-01-01,Journal of Homeland Security and Emergency Management,10.1515/jhsem-2021-0073,https://api.elsevier.com/content/abstract/scopus_id/85140383837
Bi-Objective green vehicle routing problem minimizing carbon emissions and maximizing service level,Kabadurmuş Ö.,2023-01-01,Journal of the Faculty of Engineering and Architecture of Gazi University,10.17341/gazimmfd.633583,https://api.elsevier.com/content/abstract/scopus_id/85136710589
Recommendations for the transformation of patient rooms into isolated patient rooms in the process of the COVID-19 pandemic,Sönmez N.,2023-01-01,Journal of the Faculty of Engineering and Architecture of Gazi University,10.17341/gazimmfd.902689,https://api.elsevier.com/content/abstract/scopus_id/85136631972
Constructing girlhood in Turkey: astrology in the Turkish HeyGirl magazine,Özdemir B.D.,2023-01-01,Feminist Media Studies,10.1080/14680777.2022.2110511,https://api.elsevier.com/content/abstract/scopus_id/85135859825
Do socioeconomic inequalities increase the spread of COVID-19 in Turkey?,Arı A.,2023-01-01,Applied Economics Letters,10.1080/13504851.2022.2082367,https://api.elsevier.com/content/abstract/scopus_id/85131428050
Reinventing reverse logistics through blockchain technology: a comprehensive review and future research propositions,Samadhiya A.,2023-01-01,Supply Chain Forum,10.1080/16258312.2022.2067485,https://api.elsevier.com/content/abstract/scopus_id/85130073212
A serial inventory system with lead-time-dependent backordering: A reduced-state approximation,Berk E.,2023-01-01,IISE Transactions,10.1080/24725854.2022.2057625,https://api.elsevier.com/content/abstract/scopus_id/85129450823
"Agop, Salomon and Despina: Content Analysis of Non-Muslim Representations in Yeşilçam Cinema",Balcı Gülpınar D.,2023-01-01,Howard Journal of Communications,10.1080/10646175.2022.2063702,https://api.elsevier.com/content/abstract/scopus_id/85129349697
A goal programming approach to lean production system implementation,Karakutuk S.S.,2023-01-01,Journal of the Operational Research Society,10.1080/01605682.2022.2046518,https://api.elsevier.com/content/abstract/scopus_id/85126431816
A proposed framework for multi-tier supplier performance in sustainable supply chains,Kazançoglu Y.,2023-01-01,International Journal of Production Research,10.1080/00207543.2022.2025942,https://api.elsevier.com/content/abstract/scopus_id/85124288987
Political storytelling of Ekrem İmamoğlu on Instagram during 2019 Istanbul mayoral elections in Turkey,Melek G.,2023-01-01,Visual Studies,10.1080/1472586X.2021.1975501,https://api.elsevier.com/content/abstract/scopus_id/85116766495
Framework for a sustainable supply chain to overcome risks in transition to a circular economy through Industry 4.0,Kazancoglu Y.,2023-01-01,Production Planning and Control,10.1080/09537287.2021.1980910,https://api.elsevier.com/content/abstract/scopus_id/85116074190
Entanglements: A New Materialist Approach to an Ethnographic Gallery in the Anatolian Village of Tahtakuşlar,Baydar G.,2023-01-01,Architecture and Culture,10.1080/20507828.2024.2404799,https://api.elsevier.com/content/abstract/scopus_id/105004062920
MOSAL: A Subspace-Based Forecasting Algorithm for Throughput Maximization in IoT Networks,Nakip M.,2022-12-15,IEEE Sensors Journal,10.1109/JSEN.2022.3219251,https://api.elsevier.com/content/abstract/scopus_id/85141636475
Seaports participation in enhancing the sustainable development goals,Caliskan A.,2022-12-15,Journal of Cleaner Production,10.1016/j.jclepro.2022.134715,https://api.elsevier.com/content/abstract/scopus_id/85140302717
Exposing Collections through Interaction Ecologies: A Prototype for Architectural Ephemera,Savasta D.,2022-12-06,Journal on Computing and Cultural Heritage,10.1145/3531528,https://api.elsevier.com/content/abstract/scopus_id/85165708285
Comparison of Substance Use and Personality Characteristics and Psychiatric Symptoms of Individuals Using Cannabis and Synthetic Cannabinoids with Healthy Controls,Söyler H.Ç.,2022-12-01,Addicta: the Turkish Journal on Addictions,10.5152/ADDICTA.2022.22043,https://api.elsevier.com/content/abstract/scopus_id/85159891987
Review of Some Recent European Cybersecurity Research and Innovation Projects,Çağlayan M.U.,2022-12-01,Infocommunications Journal,10.36244/ICJ.2022.4.10,https://api.elsevier.com/content/abstract/scopus_id/85147091828
Utilization of Function Generation Synthesis on Biomimetics: A Case Study on Moray Eel Double Jaw Design,Koçak M.,2022-12-01,Biomimetics,10.3390/biomimetics7040145,https://api.elsevier.com/content/abstract/scopus_id/85144884694
"Clustering of firms based on environmental, social, and governance ratings: Evidence from BIST sustainability index",Sariyer G.,2022-12-01,Borsa Istanbul Review,10.1016/j.bir.2022.10.009,https://api.elsevier.com/content/abstract/scopus_id/85141979398
An energy-aware application module for the fog-based internet of military things,Bichi B.Y.,2022-12-01,Discover Internet of Things,10.1007/s43926-022-00024-z,https://api.elsevier.com/content/abstract/scopus_id/85139737040
Türkiye's energy projection for 2050,Cekinir S.,2022-12-01,Renewable Energy Focus,10.1016/j.ref.2022.09.003,https://api.elsevier.com/content/abstract/scopus_id/85138616881
"Analyzing the nexus of green economy, clean and financial technology",Metawa N.,2022-12-01,Economic Analysis and Policy,10.1016/j.eap.2022.08.023,https://api.elsevier.com/content/abstract/scopus_id/85137624664
"IHACRES, GR4J and MISD-based multi conceptual-machine learning approach for rainfall-runoff modeling",Mohammadi B.,2022-12-01,Scientific Reports,10.1038/s41598-022-16215-1,https://api.elsevier.com/content/abstract/scopus_id/85134196025
"Creating a national crime fiction through allegory translation: from Sherlock Holmes, the western detective to Relentless Avni, the turkish Sherlock Holmes",Altıntaş Ö.,2022-12-01,Neohelicon,10.1007/s11059-022-00644-y,https://api.elsevier.com/content/abstract/scopus_id/85133429634
Impact analysis of COVID-19 outbreak on cold supply chains of perishable products using a SWARA based MULTIMOORA approach,Kumar N.,2022-12-01,Operations Management Research,10.1007/s12063-022-00289-1,https://api.elsevier.com/content/abstract/scopus_id/85132807531
A conceptual framework for blockchain-based sustainable supply chain and evaluating implementation barriers: A case of the tea supply chain,Mangla S.K.,2022-12-01,Business Strategy and the Environment,10.1002/bse.3027,https://api.elsevier.com/content/abstract/scopus_id/85126877481
Waiting for Regeneration: Temporalities of Gentrification in İzmir Ballıkuyu Neighborhood,Yılmaz A.,2022-12-01,Journal of Housing and the Built Environment,10.1007/s10901-022-09933-5,https://api.elsevier.com/content/abstract/scopus_id/85124386475
An Exploratory State-of-the-Art Review of Artificial Intelligence Applications in Circular Economy using Structural Topic Modeling,Agrawal R.,2022-12-01,Operations Management Research,10.1007/s12063-021-00212-0,https://api.elsevier.com/content/abstract/scopus_id/85115276584
Family businesses in the tourism industry: a research agenda,Altın H.O.,2022-11-29,Journal of Family Business Management,10.1108/JFBM-08-2021-0086,https://api.elsevier.com/content/abstract/scopus_id/85120404711
A conceptual framework model for an effective cold food chain management in sustainability environment,Turan C.,2022-11-29,Journal of Modelling in Management,10.1108/JM2-09-2020-0239,https://api.elsevier.com/content/abstract/scopus_id/85111009577
Social media marketing in wine tourism,Pirnar I.,2022-11-25,Routledge Handbook of Wine Tourism,10.4324/9781003143628-52,https://api.elsevier.com/content/abstract/scopus_id/85141086691
On partially observed optimal singular control of McKean–Vlasov stochastic systems: Maximum principle approach,Abada N.E.H.,2022-11-15,Mathematical Methods in the Applied Sciences,10.1002/mma.8373,https://api.elsevier.com/content/abstract/scopus_id/85132644207
Reduction of biogenic amines formation by foodborne pathogens using postbiotics in lysine-decarboxylase broth,Yilmaz N.,2022-11-10,Journal of Biotechnology,10.1016/j.jbiotec.2022.09.003,https://api.elsevier.com/content/abstract/scopus_id/85138422356
Humidifying solar collector for improving the performance of direct solar desalination systems: A theoretical approach,Welepe H.J.N.,2022-11-05,Applied Thermal Engineering,10.1016/j.applthermaleng.2022.119043,https://api.elsevier.com/content/abstract/scopus_id/85135058656
